Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-07-16T14:53:14.467Z","Included","o3","No","0","3931","257771","1246","262948","0.15"
"2025-07-16T14:50:28.543Z","Included","o3","No","0","12620","191932","2421","206973","0.14"
"2025-07-16T14:41:19.697Z","Included","o3","No","0","23144","1046841","9306","1079291","0.64"
"2025-07-16T14:35:47.318Z","Included","o3","No","0","6262","67934","2115","76311","0.06"
"2025-07-16T14:25:08.433Z","Included","o3","No","0","61707","1568147","13238","1643092","1.01"
"2025-07-16T14:21:18.163Z","Included","o3","No","0","34589","74509","1622","110720","0.12"
"2025-07-15T13:37:28.870Z","Included","o3","No","0","20667","431851","1073","453591","0.27"
"2025-07-15T13:33:58.748Z","Included","o3","No","0","93395","604408","1611","699414","0.50"
"2025-07-15T13:32:16.795Z","Included","o3","No","0","5702","160990","682","167374","0.10"
"2025-07-15T13:29:36.363Z","Included","o3","No","0","29076","618232","1608","648916","0.38"
"2025-07-15T13:25:51.505Z","Included","o3","No","0","12123","524617","4148","540888","0.32"
"2025-07-15T13:22:01.666Z","Included","o3","No","0","139981","414537","2734","557252","0.51"
"2025-07-15T13:11:50.348Z","Included","o3","No","0","149764","1298164","8607","1456535","1.02"
"2025-07-15T13:08:51.759Z","Included","o3","No","0","1908","256781","1280","259969","0.14"
"2025-07-15T13:02:45.050Z","Included","o3","No","0","2059","82607","807","85473","0.05"
"2025-07-15T13:01:26.879Z","Included","o3","No","0","4242","247309","316","251867","0.13"
"2025-07-15T12:57:42.546Z","Included","o3","No","0","18248","309948","1619","329815","0.20"
"2025-07-15T12:52:19.947Z","Included","o3","No","0","33070","827269","3555","863894","0.51"
"2025-07-15T12:49:48.350Z","Included","o3","No","0","29771","546424","1902","578097","0.35"
"2025-07-15T12:43:40.842Z","Included","o3","No","0","105792","973296","3438","1082526","0.73"
"2025-07-15T12:41:49.792Z","Included","o3","No","0","12405","173965","1112","187482","0.12"
"2025-07-15T12:41:21.653Z","Included","o3","No","0","10479","50223","483","61185","0.05"
"2025-07-15T12:37:04.274Z","Included","o3","No","0","194595","654785","5417","854797","0.76"
"2025-07-15T12:29:44.935Z","Included","o3","No","0","48125","278982","7138","334245","0.29"
"2025-07-15T11:57:35.113Z","Included","o3","No","0","47761","57310","1379","106450","0.14"
"2025-07-15T11:10:56.441Z","Included","o3","No","0","46817","158140","1989","206946","0.19"
"2025-07-15T11:08:54.853Z","Included","o3","No","0","216512","522838","657","740007","0.70"
"2025-07-15T10:56:48.912Z","Included","o3","No","0","71153","438601","2385","512139","0.38"
"2025-07-15T10:49:51.773Z","Included","o3","No","0","67542","2095","858","70495","0.14"
"2025-07-15T10:47:58.464Z","Errored, Not Charged","o3","No","0","0","0","0","0","0.00"
"2025-07-15T10:47:44.625Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-07-15T10:39:40.147Z","Included","auto","No","0","21116","249856","445","271417","0.17"
"2025-07-15T10:29:24.725Z","Included","auto","No","0","43318","865792","1852","910962","0.53"
"2025-07-15T10:23:31.321Z","Included","auto","No","0","199788","12544","282","212614","0.41"
"2025-07-15T10:20:55.301Z","Included","auto","No","0","284835","220032","1089","505956","0.69"
"2025-07-15T10:19:44.732Z","Included","auto","No","0","6190","382080","1023","389293","0.21"
"2025-07-15T10:13:54.766Z","Included","auto","No","0","17514","858624","771","876909","0.47"
"2025-07-15T10:11:16.905Z","Included","auto","No","0","75829","620672","1699","698200","0.48"
"2025-07-15T10:07:20.926Z","Included","auto","No","0","5480","609664","1365","616509","0.33"
"2025-07-15T10:05:23.227Z","Included","auto","No","0","45938","176640","1092","223670","0.19"
"2025-07-15T10:00:22.206Z","Included","auto","No","0","2560","34048","802","37410","0.03"
"2025-07-15T09:59:34.222Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-07-15T09:46:52.970Z","Included","auto","No","0","102967","6272","405","109644","0.21"
"2025-07-15T09:42:13.512Z","Included","auto","No","0","102526","6272","232","109030","0.21"
"2025-07-14T15:37:05.782Z","Included","o3","No","0","103023","4783","31","107837","0.21"
"2025-07-14T15:30:58.009Z","Included","o3","No","0","102463","4783","590","107836","0.21"
"2025-07-14T15:23:24.714Z","Included","o3","No","0","0","0","0","0","0.00"
"2025-07-14T15:23:09.916Z","Aborted, Not Charged","o3","No","0","0","0","0","0","0.00"
"2025-07-14T15:09:51.853Z","Included","o3","No","0","104893","943","243","106079","0.21"
"2025-07-14T15:04:27.653Z","Included","o3","No","0","108477","306620","872","415969","0.38"
"2025-07-14T15:03:27.779Z","Aborted, Not Charged","o3","No","0","0","0","0","0","0.00"
"2025-07-14T14:59:21.708Z","Included","o3","No","0","93318","102494","206","196018","0.24"
"2025-07-14T14:16:19.104Z","Included","o3","No","0","10963","281357","738","293058","0.17"
"2025-07-14T14:15:05.047Z","Included","o3","No","0","1221","287885","502","289608","0.15"
"2025-07-14T14:13:50.034Z","Included","o3","No","0","7161","184030","232","191423","0.11"
"2025-07-14T14:07:49.903Z","Included","o3","No","0","99208","548937","1135","649280","0.48"
"2025-07-14T14:04:51.758Z","Included","o3","No","0","3997","259085","1213","264295","0.15"
"2025-07-14T14:03:43.553Z","Included","o3","No","0","4096","595401","756","600253","0.31"
"2025-07-14T14:02:05.625Z","Included","o3","No","0","82232","504649","1168","588049","0.43"
"2025-07-14T14:01:36.131Z","Included","o3","No","0","850","245773","238","246861","0.13"
"2025-07-14T14:00:06.956Z","Included","o3","No","0","2359","79279","354","81992","0.05"
"2025-07-14T13:58:49.504Z","Included","o3","No","0","1084","238349","583","240016","0.13"
"2025-07-14T13:57:53.041Z","Included","o3","No","0","8142","70831","560","79533","0.06"
"2025-07-14T13:55:08.937Z","Included","o3","No","0","81531","680022","2341","763894","0.52"
"2025-07-14T13:54:20.220Z","Included","o3","No","0","408","141022","254","141684","0.07"
"2025-07-14T13:53:25.166Z","Included","o3","No","0","441","69935","237","70613","0.04"
"2025-07-14T13:51:03.178Z","Included","o3","No","0","65273","4783","269","70325","0.14"
"2025-07-14T13:16:13.463Z","Included","o3","No","0","128213","1191050","2719","1321982","0.87"
"2025-07-14T12:06:44.495Z","Included","gpt-4.1","No","0","49912","997632","2098","1049642","0.62"
"2025-07-14T12:03:14.493Z","Included","gpt-4.1","No","0","7382","72704","1303","81389","0.06"
"2025-07-14T12:01:15.301Z","Included","gpt-4.1","No","0","41664","43392","524","85580","0.11"
"2025-07-14T11:58:51.081Z","Included","o3","No","0","442","52143","1052","53637","0.04"
"2025-07-14T11:56:51.149Z","Included","o3","No","0","380","51887","287","52554","0.03"
"2025-07-14T11:55:57.988Z","Included","o3","No","0","5202","46767","248","52217","0.04"
"2025-07-14T11:53:29.131Z","Included","o3","No","0","32253","113933","1310","147496","0.13"
"2025-07-14T11:51:13.051Z","Included","o3","No","0","217302","2095","1153","220550","0.44"
"2025-07-14T11:43:03.297Z","Included","o3","No","0","8773","99375","740","108888","0.07"
"2025-07-14T11:40:33.630Z","Included","o3","No","0","16816","198366","509","215691","0.14"
"2025-07-14T11:38:31.500Z","Included","o3","No","0","106676","0","810","107486","0.22"
"2025-07-14T11:34:56.377Z","Included","o3","No","0","302185","204092","455","506732","0.71"
"2025-07-14T11:34:15.408Z","Included","o3","No","0","556","98479","477","99512","0.05"
"2025-07-14T11:31:09.985Z","Included","o3","No","0","96405","2095","419","98919","0.20"
"2025-07-14T10:56:10.269Z","Included","o3","No","0","95663","271804","861","368328","0.33"
"2025-07-14T10:39:42.150Z","Included","o3","No","0","1357","87855","391","89603","0.05"
"2025-07-14T10:37:46.609Z","Included","o3","No","0","87891","0","854","88745","0.18"
"2025-07-14T10:36:48.754Z","Included","o3","No","0","84776","5423","813","91012","0.18"
"2025-07-14T10:35:05.035Z","Included","o3","No","0","3327","265741","1128","270196","0.15"
"2025-07-14T10:34:37.085Z","Included","o3","No","0","4500","259853","449","264802","0.14"
"2025-07-14T10:33:39.826Z","Included","gpt-4.1","No","0","79615","602752","438","682805","0.46"
"2025-07-14T10:31:52.381Z","Included","o3","No","0","80499","174605","1017","256121","0.26"
"2025-07-14T10:31:09.131Z","Included","o3","No","0","566","65630","517","66713","0.04"
"2025-07-14T10:30:09.677Z","Included","o3","No","0","93","32431","1540","34064","0.03"
"2025-07-14T10:28:24.125Z","Included","o3","No","0","34910","70285","1592","106787","0.12"
"2025-07-14T10:26:18.917Z","Included","o3","No","0","30544","2095","1012","33651","0.07"
